id,level1,level2,level3,level4,testscripts,processflow
N632,Record to Report,Accounts Receivable Processing,A/R reporting,Customer Agewise Analysis,,
N633,Record to Report,Accounts Receivable Processing,A/R reporting,Balance Analysis,,
N634,Record to Report,Asset Accounting,Asset Maintenance,Creation of Master Record for Fixed Assets,,
N635,Record to Report,Asset Accounting,Asset Maintenance,Creation of Group Asset,,
N636,Record to Report,Asset Accounting,Asset Maintenance,Asset Master Record Change,,
N637,Record to Report,Asset Accounting,Asset Maintenance,Asset Shutdown,,
N638,Record to Report,Asset Accounting,Asset Maintenance,Mass Changes,,
N639,Record to Report,Asset Accounting,Business Transactions,Asset impairment,,
N640,Record to Report,Asset Accounting,Business Transactions,Revaluation ,,
N641,Record to Report,Asset Accounting,Business Transactions,Write-up,,
N642,Record to Report,Asset Accounting,Accounting of Assets under construction,Create Capital Investment Order,,
N643,Record to Report,Asset Accounting,Accounting of Assets under construction,Book cost on Order,,
N644,Record to Report,Asset Accounting,Accounting of Assets under construction,Settle order periodically to AUC,,
N645,Record to Report,Asset Accounting,Accounting of Assets under construction,Fixed Asset Creation on order Completion,,
N646,Record to Report,Asset Accounting,Accounting of Assets under construction,Maintain Fixed asset settlement rule in order. ,,
N647,Record to Report,Asset Accounting,Accounting of Assets under construction,Final Settlement of the order,,
N648,Record to Report,Asset Accounting,Asset Acquisition,Post-capitalization,,
N649,Record to Report,Asset Accounting,Asset Acquisition,Down Payment on Asset under Construction,,
N650,Record to Report,Asset Accounting,Asset Acquisition,Processing of Asset Acquisition,,
N651,Record to Report,Asset Accounting,Asset Acquisition,Subsequent Acquisition,,
N652,Record to Report,Asset Accounting,Asset Retirements,Retirement by Sale,,
N653,Record to Report,Asset Accounting,Asset Retirements,Mass Retirement (Worklist),,
N654,Record to Report,Asset Accounting,Asset Retirements,Retirement by Scrapping,,
N655,Record to Report,Asset Accounting,Asset Transfers,Inter Company Transfers,,
N656,Record to Report,Asset Accounting,Asset Transfers,Intra Company Transfers,,
N657,Record to Report,Asset Accounting,AA Closing Operations ,Physical Asset Inventory,,
N658,Record to Report,Asset Accounting,AA Closing Operations ,Depreciation Simulation / Forecast,,
N659,Record to Report,Asset Accounting,AA Closing Operations ,Recalculation of Depreciation,,
N660,Record to Report,Asset Accounting,AA Closing Operations ,Carry Out Year-End Closing in Asset Management,,
N661,Record to Report,Asset Accounting,AA Closing Operations ,Depreciation Posting,,
N662,Record to Report,Asset Accounting,AA Closing Operations ,Unplanned Depreciation ,,
N663,Record to Report,Asset Accounting,AA Closing Operations ,Unit-of-Production Depreciation,,
N664,Record to Report,Asset Accounting,Periodic Reports,Asset Register,,
N665,Record to Report,Asset Accounting,Periodic Reports,Depreciation Report,,
N666,Record to Report,Cash management,Bank Statement upload,Upload Electronic Bank Statement,,
N667,Record to Report,Cash management,Bank Statement upload,Upload Manual Account Statement,,
N668,Record to Report,Cash management,Bank Statement upload,Reprocess Bank Statement,,
N669,Record to Report,Cash management,Cash Journal,Incomings receipts,,
N670,Record to Report,Cash management,Master Data,Bank Account Creation,,
N671,Record to Report,Cash management,Cash Journal,Outgoings payments,,
N672,Record to Report,Cash management,Cash and Liquidity Position?,Cash pooling and Funding,,
N673,Record to Report,Collection and Dispute management,Collection Management Master data,"Definition and Assignment of Collection Strategies, collection groups, collection profiles and segments",,
N674,Record to Report,Collection and Dispute management,Collection Management Master data,Sychonize data with Accounts Receivable,,
N675,Record to Report,Collection and Dispute management,Collection Management,Create Worklists,,
N676,Record to Report,Collection and Dispute management,Collection Management,Recording promises to pay,,
N677,Record to Report,Collection and Dispute management,Collection Management,Manage Worklist - Process Receivables,,
N678,Record to Report,Collection and Dispute management,Collection Management - Integration with Dispute management,Creating Dispute cases ,,
N679,Record to Report,Collection and Dispute management,Dispute Managemnt,Creating Dispute cases ,,
N680,Record to Report,Collection and Dispute management,Dispute Managemnt,Process Dispute cases ,,
N681,Record to Report,Collection and Dispute management,Dispute Managemnt,Resolve Dispute cases ,,
N682,Record to Report,Collection and Dispute management,Dispute Managemnt,Close Dispute cases ,,
N683,Record to Report,Credit Management,Master Data,"Maintain Credit limits , credit score and rsik category in Business partner",,
N684,Record to Report,Credit Management,Master Data,Retrieve Credit data from External Credit Agencies,,
N685,Record to Report,Credit Management,Credit control,Carry out credit check in Sales Orders based on step checks,,
N686,Record to Report,Credit Management,Credit Management reports,Credit utilization,,
N687,Record to Report,Credit Management,Credit Management reports,Credit Exposure report,,
N688,Record to Report,General Ledger Processing,Closing Operations,Fiscal Year and Posting Periods,,
N689,Record to Report,General Ledger Processing,Journal Entries,Accrual/Deferral Posting,,
N690,Record to Report,General Ledger Processing,Closing Operations,Foreign exchange rate maintenance,,
N691,Record to Report,General Ledger Processing,Statutory payments and returns,VAT / Sales tax Liability payments,,
N692,Record to Report,General Ledger Processing,Statutory payments and returns,VAT/ Sales tax return filing / Reporting,,
N693,Record to Report,General Ledger Processing,Statutory payments and returns,Withholding tax Liability payments,,
N694,Record to Report,General Ledger Processing,Statutory payments and returns,Withholding Tax return filing / Reporting,,
N695,Record to Report,General Ledger Processing,Closing Operations,GL account -  Manual Clearing,,
N696,Record to Report,General Ledger Processing,Closing Operations,GL account - Automatic Clearing,,
N697,Record to Report,General Ledger Processing,Closing Operations,Foreign Currency Valuation for Open Items,,
N698,Record to Report,General Ledger Processing,Closing Operations,Foreign Currency Valuation for Balances,,
N699,Record to Report,General Ledger Processing,Closing Operations,Manual Foreign Currency Valuation,,
N700,Record to Report,General Ledger Processing,Closing Operations,Reclassification Receivables/Payables,,
N701,Record to Report,General Ledger Processing,Closing Operations,GR/IR Clearing Account Maintenance,,
N702,Record to Report,General Ledger Processing,Closing Operations,Profit and Loss Adjustment,,
N703,Record to Report,General Ledger Processing,Financial reporting,Financial Statement Creation,,
N704,Record to Report,General Ledger Processing,Financial reporting,Segmental reporting,,
N705,Record to Report,General Ledger Processing,Closing Operations,Periodic Reports,,
N706,Record to Report,General Ledger Processing,Financial reporting,Carry Forward G/L Balances,,
N707,Record to Report,General Ledger Processing,Financial reporting,Trial Balance and Financial reports,,
N708,Record to Report,General Ledger Processing,General Ledger Account Analysis,General Ledger Line item Analysis,,
N709,Record to Report,General Ledger Processing,General Ledger Account Analysis,Balance Analysis,,
N710,Record to Report,General Ledger Processing,General Ledger Planning,General Ledger Planning,,
N711,Record to Report,General Ledger Processing,Journal Entries,Park G/L Account Document,,
N712,Record to Report,General Ledger Processing,Journal Entries,Upload General Journal entry,,
N713,Record to Report,General Ledger Processing,Journal Entries,G/L Account Posting,,
N714,Record to Report,General Ledger Processing,Journal Entries,Recurring Entry,,
N715,Record to Report,General Ledger Processing,Journal Entries,Document Reversal,,
N716,Record to Report,General Ledger Processing,Journal Entries,Mass Reversal,,
N717,Record to Report,General Ledger Processing,Master Data,G/L Account,,
N718,Record to Report,General Ledger Processing,Master Data,Profit center Hierarchy,,
N719,Record to Report,General Ledger Processing,Master Data,Profit center,,
N720,Record to Report,General Ledger Processing,Inter Company Reconciliation,Reconciliation of Inter Company Balances with no differences,,
N721,Record to Report,General Ledger Processing,Profit Centre Accounting Master data,Profit centre,,
N722,Record to Report,General Ledger Processing,Profit Centre Accounting Master data,Profit centre Goup,,
N723,Record to Report,General Ledger Processing,Profit Centre Accounting Master Planning,Planning by Profit Centre,,
N724,Record to Report,General Ledger Processing,Profit Centre Accounting Master Actual Posting,Post Actual,,
N725,Record to Report,General Ledger Processing,Profit Centre Accounting - Reports and Analytics,Profit centre Actual Line item reporting from ACDOCA table,,
N726,Record to Report,General Ledger Processing,Profit Centre Accounting - Reports and Analytics,Profit centre Plan Vs Actual Line item report,,
N727,Plan to Control,Cost Element Accounting,Master Data,Primary Cost Element,,
N728,Plan to Control,Cost Element Accounting,Master Data,Secondary Cost Element,,
N729,Plan to Control,Cost Element Accounting,Master Data,Cost Element Group,,
N730,Plan to Control,Cost Element Accounting,Reporting and Analytics,Reports for Cost and Revenue Element Accounting,,
N731,Plan to Control,Cost Center Accounting,Master Data,Cost Center,,
N732,Plan to Control,Cost Center Accounting,Master Data,Cost Center Group,,
N733,Plan to Control,Cost Center Accounting,Master Data,Activity Type,,
N734,Plan to Control,Cost Center Accounting,Master Data,Activity Type Group,,
N735,Plan to Control,Cost Center Accounting,Master Data,Statistical Key Figure,,
N736,Plan to Control,Cost Center Accounting,Master Data,Statistical Key Figure Group,,
N737,Plan to Control,Cost Center Accounting,Planning and Budgeting,Cost Element Planning by Cost Center,,
N738,Plan to Control,Cost Center Accounting,Planning and Budgeting,Cost Center Budget,,
N739,Plan to Control,Cost Center Accounting,Planning and Budgeting,Plan data for Activity Type output,,
N740,Plan to Control,Cost Center Accounting,Planning and Budgeting,Activity Type Price Planning,,
N741,Plan to Control,Cost Center Accounting,Planning and Budgeting,Statistical Key Figure Planning,,
N742,Plan to Control,Cost Center Accounting,Planning and Budgeting,Copy Plan to Plan Data,,
N743,Plan to Control,Cost Center Accounting,Planning and Budgeting,Copy Actual to Plan,,
N744,Plan to Control,Cost Center Accounting,Planning and Budgeting,Transfer Planned Activity Requirements for Production,,
N745,Plan to Control,Cost Center Accounting,Planning and Budgeting,Plan Reconciliation,,
N746,Plan to Control,Cost Center Accounting,Planning and Budgeting,Indirect Activity Allocations,,
N747,Plan to Control,Cost Center Accounting,Planning and Budgeting,Plan Cost Distribution,,
N748,Plan to Control,Cost Center Accounting,Planning and Budgeting,Plan Cost Assessment,,
N749,Plan to Control,Cost Center Accounting,Planning and Budgeting,Plan Cost Splitting,,
N750,Plan to Control,Cost Center Accounting,Planning and Budgeting,Calculate Plan Prices,,
N751,Plan to Control,Cost Center Accounting,Actual Postings,Post Actual Cost,,
N752,Plan to Control,Cost Center Accounting,Actual Postings,Activity Allocations,,
N753,Plan to Control,Cost Center Accounting,Actual Postings,Manual Cost Allocations,,
N754,Plan to Control,Cost Center Accounting,Actual Postings,Actual Statistical Key Figures Data,,
N755,Plan to Control,Cost Center Accounting,Period End Closing,Actual Cost Distribution,,
N756,Plan to Control,Cost Center Accounting,Period End Closing,Actual Cost Assessment,,
N757,Plan to Control,Cost Center Accounting,Period End Closing,Actual Cost Splitting,,
N758,Plan to Control,Cost Center Accounting,Period End Closing,Actual Price Calculation,,
N759,Plan to Control,Cost Center Accounting,Reporting and Analytics,Reports for Cost center Accounting,,
N760,Plan to Control,Internal Order Accounting,Master Data,Overhead Cost Order,,
N761,Plan to Control,Internal Order Accounting,Master Data,Capital Investment (CAPEX) Order,,
N762,Plan to Control,Internal Order Accounting,Master Data,Internal Order Group,,
N763,Plan to Control,Internal Order Accounting,Planning and Budgeting,Original Budget,,
N764,Plan to Control,Internal Order Accounting,Planning and Budgeting,Supplement Budget,,
N765,Plan to Control,Internal Order Accounting,Planning and Budgeting,Return Budget,,
N766,Plan to Control,Internal Order Accounting,Actual Postings,Post Actual Costs,,
N767,Plan to Control,Internal Order Accounting,Period End Closing,Settlement,,
N768,Plan to Control,Internal Order Accounting,Reporting and Analytics,Internal Order Reports,,
N769,Plan to Control,Project Accounting,Planning and Budgeting,Cost Element Planning by WBS Element,,
N770,Plan to Control,Project Accounting,Actual Postings,Actual Cost,,
N771,Plan to Control,Project Accounting,Actual Postings,Activity Confirmation,,
N772,Plan to Control,Project Accounting,Actual Postings,Consumption of Materials,,
N773,Plan to Control,Project Accounting,Period End Closing – ETO,Activity Costs - Revaluation,,
N774,Plan to Control,Project Accounting,Period End Closing – ETO,Apply Overheads to Projects,,
N775,Plan to Control,Project Accounting,Period End Closing – ETO,Project Results Analysis and WIP Calculation,,
N776,Plan to Control,Project Accounting,Period End Closing – ETO,Settle Projects/WBS Elements/Network,,
N777,Plan to Control,Project Accounting,Reporting and Analytics,Reports for Project Accounting,,
N778,Plan to Control,Product Costing,Master Data,"Material-MRP, Accounting, Costing Views",,
N779,Plan to Control,Product Costing,Master Data,Bill of Materials,,
N780,Plan to Control,Product Costing,Master Data,Work Center,,
N781,Plan to Control,Product Costing,Master Data,Routing,,
N782,Plan to Control,Product Costing,Product cost Planning,Planned Sales Data,,
N783,Plan to Control,Product Costing,Product cost Planning,Planned Production Data,,
N784,Plan to Control,Product Costing,Product cost Planning,Capacity Planning,,
N785,Plan to Control,Product Costing,Product cost Planning,Create Procurement Alternatives,,
N786,Plan to Control,Product Costing,Product cost Planning,Define Mixing Ratios,,
N787,Plan to Control,Product Costing,Product cost Planning,Activity Pricing,,
N788,Plan to Control,Product Costing,Product cost Planning,Overhead Planning,,
N789,Plan to Control,Product Costing,Product cost Planning,Additive Cost,,
N790,Plan to Control,Product Costing,Product cost Planning,Create Material Cost Estimate,,
N791,Plan to Control,Product Costing,Actual Postings,"Consumption of Raw, Packaging and Semi-Finished Materials to Production Order",,
N792,Plan to Control,Product Costing,Actual Postings,Activity Confirmation,,
N793,Plan to Control,Product Costing,Product cost Planning- ETO ,Calculate Sales Order Cost Estimate,,
N794,Plan to Control,Product Costing,Period End Closing,Activity Costs - Revaluation,,
N795,Plan to Control,Product Costing,Period End Closing,Apply Overheads to Production Order,,
N796,Plan to Control,Product Costing,Period End Closing,Calculate WIP on Production Order,,
N797,Plan to Control,Product Costing,Period End Closing,Calculate Variance on Production Order,,
N798,Plan to Control,Product Costing,Period End Closing,Settle Production Order,,
N799,Plan to Control,Product Costing,Sales Order Costing,Calculate Overhead on Sales Order,,
N800,Plan to Control,Product Costing,Sales Order Costing,Result Analysis on Sales Order,,
N801,Plan to Control,Product Costing,Sales Order Costing,Settle Sales Order,,
N802,Plan to Control,Product Costing,Reporting and Analytics,Reports for Product Costing,,
N803,Plan to Control,Actual Costing/Material Ledger,Period End Closing – ETO,Actual Costing Run,,
N804,Plan to Control,Actual Costing/Material Ledger,Period End Closing – ETO,Calculate Actual material Prices/Consumption Revaluation ,,
N805,Plan to Control,Actual Costing/Material Ledger,Reporting and Analytics,Reports for Actual Costing/Material Ledger,,
N806,Plan to Control,Margin Analysis,Planning and Budgeting,COPA Planning Data,,
N807,Plan to Control,Margin Analysis,Planning and Budgeting,Transfer Cost Center Planning Data,,
N808,Plan to Control,Margin Analysis,Planning and Budgeting,Transfer Project Planning Data,,
N809,Plan to Control,Margin Analysis,Period End Closing,COPA Assessment Cycles,,
N810,Plan to Control,Margin Analysis,Period End Closing,Top Down Distribution,,
N811,Plan to Control,Margin Analysis,Reporting and Analytics,Reports for COPA/Margin Analysis,,
N812,Project Management & Control,Project Initiation & Presales,Presales Inquiry and Project Management,Project creation for Inquiries (W or W/o standard Project template ),,
N813,Project Management & Control,Project Initiation & Presales,Presales Inquiry and Project Management,Inquiry Processing time and Costs capturing on Project ID,,
N814,Project Management & Control,Project Initiation & Presales,Presales Inquiry and Project Management,Notification of Inquiry to Project Partners,,
N815,Project Management & Control,Project Initiation & Presales,Presales Inquiry and Project Management,Notification of Inquiry approval/rejection to Project partners,,
N816,Project Management & Control,Project Initiation & Presales,Presales Inquiry and Project Management,Closer of ' Inquiry project ' in case of rejection ,,
N817,Project Management & Control,Project Initiation & Presales,Presales Quotations and Project Estimation,Creation of Project Estimation Structure,,
N818,Project Management & Control,Project Initiation & Presales,Presales Quotations and Project Estimation,Version Management for Project Estimation ,,
N819,Project Management & Control,Project Initiation & Presales,Presales Quotations and Project Estimation,Standard Project Estimation Profiles for standard Materials/Product with ETO/CTO/MTO,,
N820,Project Management & Control,Project Initiation & Presales,Presales Quotations and Project Estimation,3rd Party Estimation tool integration with Project ,,
N821,Project Management & Control,Project Initiation & Presales,Presales Quotations and Project Estimation,Pricing basis for Quotation from Project Estimation Or to 3rd Part Quotation tool,,
N822,Project Management & Control,Project Initiation & Sales,Sales Order and Project ,"Auto transfer/assignment of Project Template data (Pricing data, billing data ,schedulling data etc) to sales order ",,
N823,Project Management & Control,Project Initiation & Sales,Sales Order and Project ,Manual Project assignment to sales order,,
N824,Project Management & Control,Project Initiation & Sales,Sales Order and Project ,Delivery Commitments from Project schedulling to Sales order,,
N825,Project Management & Control,Project Initiation & Sales,Sales Order and Project ,Invoice/Billing plan from Projects to Sales order,,
N826,Project Management & Control,Project Initiation & Sales,Sales Order and Project ,Notifications to Project Partners for sales order details,,
N827,Project Management & Control,Project Initiation & Sales,Sales Order and Project ,Project Downpayments,,
N828,Project Management & Control,Project Initiation & Sales,Sales Order and Project ,Notifications - Project Handover from Sales to Project planning department,,
N829,Project Management & Control,Project Estimations ,Project Estimation Structure,Create estimation structure as per the Project structure/model,,
N830,Project Management & Control,Project Estimations ,Project Estimation Structure,"Trigger the following activities (the Execution Services) using the quantity structure entered in the costing:
Purchase requisition , Purchase order
Reservation , Subcontracts , Materials , Services
Resources , Internal activity allocation
Standard prices , Values contracts , quantity contracts",,
N831,Project Management & Control,Project Estimations ,Project Estimation Structure,Create Multilevel Costing models/profiles and sub models as per the product/material standard Cost and integrate with  Project Cost estimate.,,
N832,Project Management & Control,Project Estimations ,Version & statuses for Estimation ,Multiple Version management for estimations,,
N833,Project Management & Control,Project Planning,Project Structure Planning,Work break down in project,,
N834,Project Management & Control,Project Planning,Project Structure Planning,Activities in Projects,,
N835,Project Management & Control,Project Planning,Project Structure Planning,Activity relationships in projects,,
N836,Project Management & Control,Project Planning,Project Structure Planning,Dates in projects,,
N837,Project Management & Control,Project Planning,Project Structure Planning,Milestones in projects,,
N838,Project Management & Control,Project Planning,Project Structure Planning,Maintaining team and accesses in projects,,
N839,Project Management & Control,Project Planning,Project Structure Planning,Maintain Materials/long leads in projects,,
N840,Project Management & Control,Project Planning,Project Structure Planning,Maintain services in projects,,
N841,Project Management & Control,Project Planning,Project Structure Planning,"Maintain contracts in projects - Service, subcon , material",,
N842,Project Management & Control,Project Planning,Project Structure Planning,Maintain bill of materials or components of BOM in projetcs,,
N843,Project Management & Control,Project Planning,Project Structure Planning,Maintain Delivery information in projects,,
N844,Project Management & Control,Project Planning,Project Structure Planning,Maintain Product charactristics in project,,
N845,Project Management & Control,Project Planning,Project Structure Planning,Maintain Resources,,
N846,Project Management & Control,Project Planning,Project Structure Planning,Project Schedulling ,,
N847,Project Management & Control,Project Planning,Project Structure Planning,"Project Budgets - Allocate , suppliment , transfer , Notifictions",,
N848,Project Management & Control,Project Planning,Project Cost Planning ,Activity based planning,,
N849,Project Management & Control,Project Planning,Project Cost Planning ,Work package / Work breakdown level planning,,
N850,Project Management & Control,Project Planning,Project Cost Planning ,Unit cost plans / Standard Models for cost planning (quantities & values),,
N851,Project Management & Control,Project Planning,Project Revenue Planning,Project Billing plan,,
N852,Project Management & Control,Project Planning,Project Revenue Planning,Plan revenues manually on project structures,,
N853,Project Management & Control,Project Planning,Project Revenue Planning,Plan revenues from sales documents,,
N854,Project Management & Control,Project Planning,Project Capacity Planning,Plan Shifts,,
N855,Project Management & Control,Project Planning,Project Capacity Planning,Plan internal activities,,
N856,Project Management & Control,Project Planning,Project Capacity Planning,"Plan resources - Work centers , Persons",,
N857,Project Management & Control,Project Planning,Project Capacity Planning,Resource capacity levelling,,
N858,Project Management & Control,Project Planning,Project Capacity Planning,Resource capacity evaluation,,
N859,Project Management & Control,Project Execution,Project Time management,Enter time details on activity,,
N860,Project Management & Control,Project Execution,Project Time management,Person assignments in project activities,,
N861,Project Management & Control,Project Execution,Project Time management,Enter hourly/ day rates for activity/operations in projects,,
N862,Project Management & Control,Project Execution,Project Time management,Record/confirm time entries in Time sheet for project activity/WBS,,
N863,Project Management & Control,Project Execution,Project Time management,Capture cost/time data on projects,,
N864,Project Management & Control,Project Execution,Project Time management,Timesheet entry cancellation processes,,
N865,Project Management & Control,Project Execution,Project Release & status management,Release activities/WBS/operations with status controls,,
N866,Project Management & Control,Project Execution,Project Release & status management,Release project Milestones,,
N867,Project Management & Control,Project Execution,Project Release & status management,Cofirm Project activities / work breakdown ,,
N868,Project Management & Control,Project Execution,Project Release & status management,Release project budhgets as per project structure,,
N869,Project Management & Control,Project Execution,Project Release & status management,Release / Confirm Project Material,,
N870,Project Management & Control,Project Execution,Project Release & status management,Release / Confirm Project Service orders,,
N871,Project Management & Control,Project Engineering & Documentation,Product Engineering,Product configuration & charactristics design in Project structure,,
N872,Project Management & Control,Project Engineering & Documentation,Product Engineering,Changing/Appending Production order of Configured product from projects,,
N873,Project Management & Control,Project Engineering & Documentation,Product Documentation,Managing Technical data for produced component,,
N874,Project Management & Control,Project Engineering & Documentation,Project Drawings/Documents,Project - Documents management for managing Alterations/Repository/change records,,
N875,Project Management & Control,Project Execution,Project Manufacturing - ETO,Creating M BOM-Bill of materials,,
N876,Project Management & Control,Project Execution,Project Manufacturing - ETO,Release M BOM components from Projects to production processing,,
N877,Project Management & Control,Project Execution,Project Manufacturing - ETO,Product charactristics selection in Project for M-BOM,,
N878,Project Management & Control,Project Execution,Project Manufacturing - ETO,"Managing Engineering Change Number and records while M BOM transfer 
from Projects to prodcution.",,
N879,Project Management & Control,Project Execution,Project Manufacturing - CTO,Auto / Manual assignment on Configured product BOM to Projects as per product charactrisics selected at sales order level or individually at project level.,,
N880,Project Management & Control,Project Execution,Project Manufacturing - CTO,Product charactristics selection in Project for CTO BOM,,
N881,Project Management & Control,Project Execution,Project Manufacturing - CTO,"Managing Engineering Change Number and records while CTO- BOM transfer 
from Projects to prodcution.",,
N882,Project Management & Control,Project Execution,Project Manufacturing,Project Material requirement planning (MRP) shop floor Production control,,
N883,Project Management & Control,Project Execution,Project Manufacturing,"Project change instructions to Production planing  (Material , BOM , Services , date , product charactristics) in ETO/CTO/MTO",,
N884,Project Management & Control,Project Execution,Project Manufacturing,Production change order repucussions in Projects and change master record management,,
N885,Project Management & Control,Project Execution,Project Manufacturing ,Managing Assembly Documents for  BOM,,
N886,Project Management & Control,Project Execution,Project Manufacturing ,Managing Components drawings in BOM/Projects,,
N887,Project Management & Control,Project Execution,Project Manufacturing ,Managing drawing alterations as per engineering changes in Projects/BOM,,
N888,Project Management & Control,Project Deliveries and shipments,Project Delivery,Component in Project to be available when creating delivery document,,
N889,Project Management & Control,Project Deliveries and shipments,Project Delivery,Operation required on production order to remove component and put into stock,,
N890,Project Management & Control,Project Deliveries and shipments,Project Delivery,Ship loose items,,
N891,Project Management & Control,Project Deliveries and shipments,Project Delivery,Shipping dept. to initiate shipment process based on Project Activity date,,
N892,Project Management & Control,Project Deliveries and shipments,Project Delivery,Print Pick List document,,
N893,Project Management & Control,Project Deliveries and shipments,Project Delivery,Perform packing within delivery document based on requirement needed for packing list,,
N894,Project Management & Control,Project Deliveries and shipments,Project Delivery,Print BOL from delivery document ,,
N895,Project Management & Control,Project Billing,Process Project Billings,Plan Billing Milestones in projects,,
N896,Project Management & Control,Project Billing,Process Project Billings,"Project billing Plan copy to Sales plan
Ability to specify, with proposed dates:
Downpayment – amount/percent
Progress billing – amount/percent
Final billing",,
N897,Project Management & Control,Project Billing,Process Project Billings,"Contract Admin will trigger billing within PS project which will automatically 
show on “Billing Due List” for finance to process",,
N898,Project Management & Control,Project Billing,Triggerring Project billings,"Billings (Down Payment, Milestone Billing, Final Billing) are triggered from within the Project 
(not within the Sales Order). Billings are triggered by entering an Actual Date for the Milestone.",,
N899,Project Management & Control,Project Execution,Project Site Assemblies,Managing Assemblies at site for Inhouse/Externally produced Components,,
N900,Project Management & Control,Project Execution,Project Site Assemblies,Project Site activity planning & BOQ maintenance at site locations,,
N901,Project Management & Control,Project Execution,Project Site Assemblies,Capturing resource productivity for site operations and work progress,,
N902,Project Management & Control,Project Execution,Project Site Assemblies,Record issues and changes happening at Project site,,
N903,Project Management & Control,Project Execution,Project Site Assemblies,Plan costs for site issues /changes. ,,
N904,Project Management & Control,Project Logistics,Project Procurement,Managing project Purchase requisitions ,,
N905,Project Management & Control,Project Logistics,Project Procurement,Managing Project Prurchase order,,
N906,Project Management & Control,Project Logistics,Project Procurement,Managing Service order / Service entry sheets,,
N907,Project Management & Control,Project Logistics,Project Procurement,Managing Project Contaracts (Material / Service / Subcontract),,
N908,Project Management & Control,Project Logistics,Project Procurement,Managing Project inventory method (Valuated / Non valuated),,
N909,Project Management & Control,Project Logistics,Project Goods movement,Project Material Goods receipt,,
N910,Project Management & Control,Project Logistics,Project Goods movement,"Project Materials Goods issues - Issues.Withdrawls , outbounds",,
N911,Project Management & Control,Project Logistics,Project Goods movement,Project materials delivery for Gis,,
N912,Project Management & Control,Project Logistics,Project Goods movement,Managing Assemblies at site locations for inhouse / externally produced goods ,,
N913,Project Management & Control,Project Logistics,Project Goods movement,Managing project subcontracted goods,,
N914,Project Management & Control,Project Management Tool integrations,Projects integrated with Primavera,SAP EPC / LTI Planning synchroniser Adaptor to connect SAP PS with Primavera,,
N915,Project Management & Control,Project Management Tool integrations,Projects integrated with Primavera,"SAP-Promavera synchronisation for  WBS, Activity, ",,
N916,Project Management & Control,Project Management Tool integrations,Projects integrated with Primavera,SAP-Primavera synchronisation for Schedulling data ,,
N917,Project Management & Control,Project Management Tool integrations,Projects integrated with Primavera,SAP-Primavera synchronisation for Milestones with invoice %,,
N918,Project Management & Control,Project Management Tool integrations,Projects integrated with Primavera,SAP-Primavera synchronisation for budget,,
N919,Project Management & Control,Project Management Tool integrations,Projects integrated with Primavera,Status management for external primavera data to Projects,,
N920,Project Management & Control,Project Financials & Controls,Project Controlling,Inventory valuation in Project (Project Valuation  / Non valuation parallel to legacy valuaion),,
N921,Project Management & Control,Project Financials & Controls,Project Controlling,Standard Activity costs for Projects,,
N922,Project Management & Control,Project Financials & Controls,Project Controlling,Overhead allocation in projects ,,
N923,Project Management & Control,Project Financials & Controls,Project Controlling,Timesheet costs in projects,,
N924,Project Management & Control,Project Financials & Controls,Project Controlling,Materials/Semifinished materials standard costs in projects,,
N925,Project Management & Control,Project Financials & Controls,Project Controlling,Project Profitability analysis and settlements,,
N926,Project Management & Control,Project Financials & Controls,Project Period end Closing,Overhead allocation in projects ,,
N927,Project Management & Control,Project Financials & Controls,Project Period end Closing,Actual costs settlements,,
N928,Project Management & Control,Project Financials & Controls,Project Period end Closing,Setting up Project Result analysis for WIP/Billing/Costs/POC,,
N929,Project Management & Control,Project Financials & Controls,Project Period end Closing,Carry forward Budget,,
N930,Project Management & Control,Project Financials & Controls,Project Period end Closing,Carry forward Commitments,,
N931,Project Management & Control,Project Commercials,Contract Management,Supplier & Subcontractor payment Progress Application ,,
N932,Project Management & Control,Project Commercials,Contract Management,"Record & Monitor vendor invoices for further processing.Payment certificate with underlying details of progress, invoice amount, retention, tax, etc.",,
N933,Project Management & Control,Project Commercials,Contract Management,"Manage vendor advance payment request, warranty & other vendor claims",,
N934,Project Management & Control,Project Commercials,Contract Management,Customer Invoicing & Payment application,,
N935,Project Management & Control,Project Commercials,Contract Management,Maintain industry specific multiple customer contract types,,
N936,Project Management & Control,Project Commercials,Contract Management,Customer Invoice generation as per billing plan & project milestone,,
N937,Project Management & Control,Project Commercials,Contract Management,Manage penalty & liability related customer claims ,,
N938,Project Management & Control,Project Monitoring & Control,Project Forecasts,Project Progress analysis (POC / Completed contract Basis),,
N939,Project Management & Control,Project Monitoring & Control,Project Forecasts,Calculate Cost & Margin forecast,,
N940,Project Management & Control,Project Monitoring & Control,Project Forecasts,Project Variation change management,,
N941,Project Management & Control,Project Monitoring & Control,Project Forecasts,"Calculation/Recalculations for EAC/CTC from Project actual costs,Comittments,PP orders",,
N942,Project Management & Control,Project Monitoring & Control,Project Forecasts,Distribution of 'Remaining Cost to Complete' such as CTC/Current budgte/Plan Revenue/PO comittments,,
N943,Project Management & Control,Project Monitoring & Control,Project Forecasts,Project Workbench for Forecasts & Progress,,
N944,Project Management & Control,Project Monitoring & Control,Project Issue Tracking & Control,Identification of Issue,,
N945,Project Management & Control,Project Monitoring & Control,Project Issue Tracking & Control,Logging issues,,
N946,Project Management & Control,Project Monitoring & Control,Project Issue Tracking & Control,Evaluating issues,,
